,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2005-01-31,,,,,,,,,,,
2005-02-28,0.07876457362026179,,0.1677767298839572,-0.006695910975171526,0.011590208067312258,0.001505745598339825,-0.0012851777233306994,,0.021448748385293648,0.03008528829075563,-0.0053282493446580315
2005-03-31,-0.02657800793202092,,-0.019093945102444443,-0.03804671263268322,-0.0004388678089574105,-0.019548880622851428,-0.00876305494387808,,0.011058218664010022,-0.005580353093394885,-0.011685774345271072
2005-04-30,-0.07128697011757701,,-0.054117147260967946,0.0017605906517170755,-0.03647738571796921,-0.0352761772521496,-0.010425002004601391,,0.030875130153421138,0.034828920742666636,-0.06363121760169488
2005-05-31,-0.006426101772407322,,0.027866693868224157,0.029536122774324935,0.03171883033372214,0.0694228091145288,0.02326539756818069,,-0.0006657274678996128,0.01262149178598615,0.061836065683580355
2005-06-30,-0.020016972484239837,,0.06979212356663944,0.012465012878777548,-0.026340967231477608,-0.012884065854811166,-0.019319801621957122,,0.059534167485357115,-0.005287570800680208,-0.00431106150567917
2005-07-31,0.05526845476145037,,0.07086645083577037,0.015608892623894643,0.038120881347229574,0.056726913150303204,0.032087814648797286,,0.022496624712180502,0.022559186064125658,0.05674186536611203
2005-08-31,-0.041899151149114244,,0.06386588532120241,-0.016371143618679418,-0.023606238361266296,-0.009501381579499646,-0.01746153288976726,,0.006507404318751853,-0.003467115929169595,-0.03290955076725954
2005-09-30,0.007698220545055756,,0.06286343743047795,0.008558224897983413,0.016756832066160854,0.0023984144667672513,0.014144263216177455,,0.042282894009547656,-0.005541626608120742,-0.028421365712244406
2005-10-31,0.002181989334527623,,-0.09036706217749224,0.030486811484786713,-0.01425767260362798,-0.02296713954510876,-0.00472449652112783,,-0.06398844022548966,-0.03062163133557616,-0.02031385556706733
2005-11-30,0.07655976539018927,,0.014952676493734662,0.04766642516563846,0.05819077539271267,0.06317377615221997,0.009063519506708584,,-0.0015893633418655462,0.012175096396164653,0.03989961419060273
2005-12-31,0.028611543867104405,,0.017995460236801097,0.0002040136808914017,0.004729914295984905,-0.030714177865362013,0.001168857826785219,,0.008591983137840042,0.03460063228527477,-0.00855831905281601
2006-01-31,0.048216294264951776,,0.14609484693568509,0.008841080595239248,0.0028639643340999665,0.03349283598281372,0.0017174641349999575,,0.02421134569312744,0.012925293389902226,0.017764209984200807
2006-02-28,-0.021424147541225902,,-0.09226514246212247,0.021282889463185795,0.031101496344847934,0.0023145459208588903,0.008572806540462219,,0.013064015502127324,0.011515886960550725,0.007222315491785647
2006-03-31,0.04663827042782076,,0.04243793967503717,0.002898448121447572,0.044228734298123795,0.02263277478540493,0.008246441706820207,,-0.04631572101514925,-0.012774667600010559,0.005884029076511643
2006-04-30,0.03554835287350522,,0.05036693341909415,0.04331824268124462,0.02159752122664349,-0.013098375710748678,0.009745764598728224,,0.015893417617244943,-0.030957111303181906,0.012774706440084493
2006-05-31,-0.04029798916133698,,-0.027826299492223816,-0.037691406130302085,-0.017086271331270497,-0.0649883079514415,0.002097608934781503,,0.016283814711457678,-0.02097403273680376,-0.01672061248924661
2006-06-30,0.005160542081577679,,0.025382159407147498,-0.0046250165492095485,-0.0012851656345834739,-0.004894375174163912,0.018404978172088526,,0.02294479868078647,0.0003489196831389929,-0.0017499673538147187
2006-07-31,-0.037382846944262194,,0.03347980353095559,0.02288149330608058,-0.05678790007947687,-0.02607040641534042,0.015708829250089984,,0.048002930919504694,0.05456366622124631,-0.03324310394476915
2006-08-31,0.030097017400798176,,-0.050809626758127946,0.011789492685747582,0.01128892437210105,0.07020190124804082,0.03866459783846454,,0.027481624243530955,0.028535760476449568,0.01982641076259628
2006-09-30,-0.0001381909177130547,,-0.03658883057107443,0.040253099143014115,0.038180083026737366,0.04033621386094732,-0.0005034992885472045,,-0.014544773920021403,0.01534546558547012,0.0637067212988982
2006-10-31,0.06005054669483956,,0.04265626721931737,0.023396915756405567,0.02819421464636407,0.03954502088210354,0.017730716003770297,,0.052956794795506745,0.0033152024482288045,0.06466383934436637
2006-11-30,0.04352998275218756,,0.08577124711074124,0.007056171490105179,0.02450402927263373,0.028422276910411215,-0.008517500986236382,,0.026543910528807224,-0.0012016395807873392,0.012630685030448063
2006-12-31,0.00631702445968485,,-0.02817310665023809,0.03763413603390786,0.00492644478228943,-0.0053872435995736545,0.025088341320057106,,0.008537868370093182,0.010452781774322517,0.021685531917268186
2007-01-31,0.04047089428567063,,-0.009211134515767605,0.009254198278114245,0.020851619836662838,0.020207104551067445,0.02029121157493008,,-0.00354001988025332,0.030456553886600846,0.028675330501928054
2007-02-28,0.026758423905515638,,-0.020484986815019868,-0.030475139373113636,-0.011192377580956925,-0.02697055117442837,-0.015384741298794968,,0.053020021306646736,-0.023181851272157994,-0.029903197974977425
2007-03-31,0.023611877910645562,,0.0628774516945152,-0.004728353157095522,0.0081191867879995,0.009961272283310008,0.02066408516022511,,0.035927800358341866,0.0019528445206233869,-0.004727590279497651
2007-04-30,0.01498044790313724,,0.05126076582181027,0.03873179428063733,0.04641344980918327,0.04717005146355446,0.028142745929062185,,0.04911836225053823,0.07310540605215166,0.02366569484290526
2007-05-31,0.059036489648339074,,0.07779766109981168,0.024047347902651506,0.05188167712421232,0.05036772136106715,0.013502979661289327,,0.004561834736128922,0.017169662585074796,0.030053657428910086
2007-06-30,-0.005318296617415452,,0.013035340372952176,-0.04016383157937953,0.0002700573349245783,-0.0012482794677105558,-0.019925458944572982,,-0.04747246120241233,-0.03347765070652764,-0.017468775651360846
2007-07-31,-0.026666786624264915,,0.0001449198162573051,-0.09065797627246286,0.00947767055722415,-0.0019533232347799245,-0.02846583813042436,,-0.03991858486528821,-0.04757826157162015,-0.05924261886082971
2007-08-31,-0.0068492193552275316,,0.012028853662376271,0.025836095706537776,0.0002537878764117263,0.01917849748736966,0.023591475480199575,,0.015789044923973705,0.02289615587174265,0.006216400902941732
2007-09-30,0.08053658764659155,,0.07399171530074766,0.02441274739361865,0.0473787667240777,0.037784597623852,0.045943072167190735,,0.038362482145449794,0.03119906502542702,-0.008796794426932042
2007-10-31,0.041557516011532236,,0.02540090369691006,-0.01719145380032916,-0.012902252709650619,0.05302114654275747,0.015368200647628782,,0.06658228135376176,0.018670269029345432,-0.004887661992037051
2007-11-30,-0.050386868764152215,,-0.042112050317449023,-0.08093694293864495,-0.02835987520560279,-0.0753515020615585,0.02745550927303264,,0.006596346364382333,0.012774489321471627,-0.054570238916468616
2007-12-31,0.010722276659807184,,0.08281276809869986,-0.05827138041212132,-0.001334675500775706,0.019912787001128862,-0.008298987559135718,,-0.0018124598431555894,-0.02827658222042262,-0.04953123339318777
2008-01-31,-0.04196667561746603,,-0.12287294584534669,0.007258479175681787,-0.05515818738617262,-0.12790686947332985,-0.05555562166606931,,-0.07347002243558931,-0.045596181519464984,-0.0036694633030127655
2008-02-29,0.023028617284468256,,0.09267200737852099,-0.11358942862460453,-0.0202705772560835,-0.04731176218728972,-0.002573927832657974,,-0.04105106686250459,-0.026706043776096866,-0.03867440560396851
2008-03-31,-0.014058195200772228,,-0.023362652963965558,-0.029400939599474762,0.0363070326134769,0.011560898900318861,0.032399010262792904,,0.01605308889789714,-0.04544100311869981,-0.017864723609367306
2008-04-30,0.053273603036587236,,0.1038348053235949,0.06996336572096995,0.029411313209895873,0.06249954489884035,-0.007537912870781871,,0.05113387906683586,0.009945753854823103,0.023763177499722676
2008-05-31,0.051996936706351304,,0.05198743719519783,-0.06952275054187507,0.00883123153507026,0.06512610822573905,0.030379761590401566,,0.03585756500107706,0.01905932104160235,0.027345016413289347
2008-06-30,-0.05816279700592164,,0.031554592952974136,-0.17449407903014857,-0.12025518570388871,-0.09367389034822637,-0.05699510158404453,,-0.007463295322312158,-0.042309565027455975,-0.1153430010242722
2008-07-31,-0.03235117796817755,,-0.15913161794192776,0.06762143342329408,0.007939402042731247,-0.02444267822159274,0.02429933061951428,,-0.0643735300069389,0.04480069535846232,0.0017557653048876354
2008-08-31,-0.01560187004411473,,0.0033598649658037605,-0.009709094332446044,0.027420804581278935,0.017896882026990468,0.027007051682987004,,-0.011029639443122408,0.02065727768159653,0.06904998336586732
2008-09-30,-0.15477488658094118,,-0.14930832882025757,-0.06252697409797159,-0.12071745916435972,-0.12447989614675525,-0.01251227427263113,,-0.10982480056921018,-0.07431056935888392,-0.08202220179682918
2008-10-31,-0.22395222610095522,,-0.187994154317227,-0.2192052411388148,-0.18246751212039447,-0.16120907491737302,-0.12608709025529408,,-0.13000276916236986,-0.1148086317944319,-0.17634406101559164
2008-11-30,-0.10686703744930492,,-0.02178953609489742,-0.1848037032323746,-0.08220814179409652,-0.08408405659509677,-0.002072593833107206,,0.04185384799580372,-0.06315783136425934,-0.10835512336496911
2008-12-31,-0.005757837949662115,,-0.04499180206829412,0.0037066074345513123,0.023261088081128367,0.015898367711741024,0.00015998668666283855,,-0.02400993337422419,0.07190067234271647,0.060708338848622034
2009-01-31,-0.07387857789880603,,-0.017793871537803985,-0.2619807234028756,-0.11998271156369666,-0.0473719542702522,-0.0720570945896486,,-0.001722295483492231,-0.012052779464063468,-0.10616608363152769
2009-02-28,-0.08024696045548063,,-0.12340122199161141,-0.17748955561494228,-0.17030598063153446,-0.03814707911350823,-0.08081294560149599,,-0.12525905775652368,-0.12390396628035771,-0.09076740694644114
